ApplNo,ApplType,SponsorApplicant,MostRecentLabelAvailableFlag,CurrentPatentFlag,ActionType,Chemical_Type,Ther_Potential,Orphan_Code
61658,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61659,A    ,SOLVAY                                            ,FALSE,FALSE,AP,,,
61667,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
61675,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
61685,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
61699,A    ,APOTHEKERNES                                      ,FALSE,FALSE,AP,,,
61705,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61716,A    ,SCHERING                                          ,FALSE,FALSE,AP,,,
61717,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
61718,A    ,HOLLAND RANTOS                                    ,FALSE,FALSE,AP,,,
61720,A    ,RACHELLE                                          ,FALSE,FALSE,AP,,,
61725,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
61734,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
61737,A    ,X GEN PHARMS                                      ,FALSE,FALSE,AP,,,
61739,A    ,SCHERING                                          ,FALSE,FALSE,AP,,,
61740,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61741,A    ,G AND W LABS INC                                  ,FALSE,FALSE,AP,,,
61743,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61755,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
61758,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61763,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61764,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61769,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61773,A    ,ACS DOBFAR                                        ,FALSE,FALSE,AP,,,
61791,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61802,A    ,ABBOTT                                            ,FALSE,FALSE,AP,,,
61806,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
61809,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61810,A    ,BAYER PHARMS                                      ,FALSE,FALSE,AP,,,
61815,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61816,A    ,SCHERING                                          ,FALSE,FALSE,AP,,,
61827,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61829,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
61836,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61837,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
61839,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61841,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61851,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61853,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61859,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
61866,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
61876,A    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,,,
61884,A    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,,,
61885,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61886,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61887,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61888,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61889,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61893,A    ,DISTA                                             ,FALSE,FALSE,AP,,,
61894,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
61895,A    ,DISTA                                             ,FALSE,FALSE,AP,,,
61896,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
61897,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
61898,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61901,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61904,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
61905,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
61910,A    ,DISTA                                             ,FALSE,FALSE,AP,,,
61911,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61926,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
61931,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
61935,A    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,,,
61936,A    ,CONSOLIDATED PHARM                                ,FALSE,FALSE,AP,,,
61953,A    ,RACHELLE                                          ,FALSE,FALSE,AP,,,
61954,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
61965,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
61966,A    ,G AND W LABS INC                                  ,FALSE,FALSE,AP,,,
61969,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
61976,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61980,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61984,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61996,A    ,ELORAC                                            ,FALSE,FALSE,AP,,,
61999,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62001,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62002,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62003,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62008,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
62029,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62030,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62031,A    ,ACTAVIS LABS FL INC                               ,FALSE,FALSE,AP,,,
62032,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62036,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62041,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62042,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
62045,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
62049,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
62050,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
62055,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
62058,A    ,AM ANTIBIOTICS                                    ,FALSE,FALSE,AP,,,
62059,A    ,AM ANTIBIOTICS                                    ,FALSE,FALSE,AP,,,
62065,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
62067,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
62085,A    ,MAST MM                                           ,FALSE,FALSE,AP,,,
62087,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
62089,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
62090,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
62098,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62099,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62103,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
62107,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62117,A    ,FACTA FARMA                                       ,FALSE,FALSE,AP,,,
62118,A    ,FACTA FARMA                                       ,FALSE,FALSE,AP,,,
62119,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
62120,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
62121,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
62123,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
62124,A    ,FOUGERA PHARMS                                    ,FALSE,FALSE,AP,,,
62127,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62129,A    ,FOUGERA PHARMS                                    ,FALSE,FALSE,AP,,,
62131,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
62139,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
62142,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
62149,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62150,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62151,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62152,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62153,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62154,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62155,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62156,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62157,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62158,A    ,PHARMADERM                                        ,FALSE,FALSE,AP,,,
62162,A    ,BARR                                              ,FALSE,FALSE,AP,,,
62166,A    ,PERRIGO CO TENNESSEE                              ,FALSE,FALSE,AP,,,
62167,A    ,PHARMADERM                                        ,FALSE,FALSE,AP,,,
62169,A    ,G AND W LABS INC                                  ,FALSE,FALSE,AP,,,
62170,A    ,KING PHARMS                                       ,FALSE,FALSE,AP,,,
62171,A    ,OPTOPICS                                          ,FALSE,FALSE,AP,,,
62173,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
62175,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
62176,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
62177,A    ,DISTA                                             ,FALSE,FALSE,AP,,,
62178,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
62186,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
62196,A    ,ALCON RES LTD                                     ,FALSE,FALSE,AP,,,
62198,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
62200,A    ,ALPHARMA US PHARMS                                ,FALSE,FALSE,AP,,,
62205,A    ,CEPH INTL                                         ,FALSE,FALSE,AP,,,
62206,A    ,FACTA FARMA                                       ,FALSE,FALSE,AP,,,
62208,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
62212,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62216,A    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,,,
62222,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
62223,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62225,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
62226,A    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,,,
62231,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62233,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62237,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
62238,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62240,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
62241,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62247,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
62248,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
62251,A    ,HIKMA MAPLE                                       ,FALSE,FALSE,AP,,,
62252,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
62256,A    ,BARR                                              ,FALSE,FALSE,AP,,,
62264,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
62268,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
62269,A    ,BLU CARIBE INC                                    ,FALSE,FALSE,AP,,,
62270,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62273,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
62278,A    ,GRUPPO LEPETIT                                    ,FALSE,FALSE,AP,,,
62279,A    ,VALEANT LUXEMBOURG                                ,FALSE,FALSE,AP,,,
62280,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
62286,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
62288,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
62289,A    ,KING PHARMS                                       ,FALSE,FALSE,AP,,,
62290,A    ,ARBOR PHARMS INC                                  ,FALSE,FALSE,AP,,,
62291,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
62297,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
62298,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
62300,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
62301,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
62302,A    ,SCHERING                                          ,FALSE,FALSE,AP,,,
62303,A    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,,,
62304,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
62305,A    ,ROSS LABS                                         ,FALSE,FALSE,AP,,,
62306,A    ,ROSS LABS                                         ,FALSE,FALSE,AP,,,
62307,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
62310,A    ,KING PFIZER                                       ,FALSE,FALSE,AP,,,
62311,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
