ApplNo,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
18655,2,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 150MG BASE,1,AB,1,NORPACE CR,DISOPYRAMIDE PHOSPHATE
18656,1,INJECTABLE;INJECTION,40MG/ML,3,,0,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
18657,1,INJECTABLE;INJECTION,500MG/100ML,1,AP,1,FLAGYL I.V. RTU IN PLASTIC CONTAINER,METRONIDAZOLE
18658,1,"SUSPENSION, EXTENDED RELEASE;ORAL",EQ 30MG HBR/5ML,2,,1,DELSYM,DEXTROMETHORPHAN POLISTIREX
18659,1,TABLET;ORAL,100MG,1,AB,0,ALLOPURINOL,ALLOPURINOL
18659,2,TABLET;ORAL,300MG,1,AB,0,ALLOPURINOL,ALLOPURINOL
18660,1,INJECTABLE;INJECTION,10%,3,,0,TRAVAMULSION 10%,SOYBEAN OIL
18662,2,CAPSULE;ORAL,10MG,3,,0,ACCUTANE,ISOTRETINOIN
18662,3,CAPSULE;ORAL,40MG,3,,0,ACCUTANE,ISOTRETINOIN
18662,4,CAPSULE;ORAL,20MG,3,,0,ACCUTANE,ISOTRETINOIN
18663,1,INJECTABLE;INJECTION,"10,000 UNITS/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",3,,0,CHYMODIACTIN,CHYMOPAPAIN
18663,2,INJECTABLE;INJECTION,"4,000 UNITS/VIAL",3,,0,CHYMODIACTIN,CHYMOPAPAIN
18664,1,TABLET;ORAL,130MG,2,,1,IOSAT,POTASSIUM IODIDE
18664,2,TABLET;ORAL,65MG,2,,0,IOSAT,POTASSIUM IODIDE
18667,1,INJECTABLE;INJECTION,10MG/ML,1,AP,0,FUROSEMIDE,FUROSEMIDE
18668,1,TABLET;ORAL-21,0.03MG;0.15MG,3,,0,NORDETTE-21,ETHINYL ESTRADIOL; LEVONORGESTREL
18669,1,"TABLET, CHEWABLE;ORAL",500MG,3,,0,NICLOCIDE,NICLOSAMIDE
18670,1,INJECTABLE;INJECTION,10MG/ML,3,,0,FUROSEMIDE,FUROSEMIDE
18671,1,CAPSULE;ORAL,100uCi,1,AA,1,SODIUM IODIDE I 123,SODIUM IODIDE I-123
18671,2,CAPSULE;ORAL,200uCi,1,AA,1,SODIUM IODIDE I 123,SODIUM IODIDE I-123
18671,3,CAPSULE;ORAL,400uCi,3,,0,SODIUM IODIDE I 123,SODIUM IODIDE I-123
18672,1,INJECTABLE;INJECTION,1MG/ML,3,,0,NITRONAL,NITROGLYCERIN
18672,2,INJECTABLE;INJECTION,5MG/ML,3,,0,NITRO IV,NITROGLYCERIN
18674,1,INJECTABLE;INJECTION,500MG/100ML,3,,0,METRO I.V.,METRONIDAZOLE
18675,1,SYRUP;ORAL,EQ 0.5MG BASE/5ML,3,,0,TAVIST,CLEMASTINE FUMARATE
18676,1,INJECTABLE;INJECTION,8% (8GM/100ML),1,,0,HEPATAMINE 8%,AMINO ACIDS
18677,1,CAPSULE;ORAL,1MG,1,,1,CESAMET,NABILONE
18678,1,INJECTABLE;INJECTION,4% (4GM/100ML),3,,0,BRANCHAMIN 4%,AMINO ACIDS
18679,1,TABLET;ORAL,100MG,1,AB,1,TRIMETHOPRIM,TRIMETHOPRIM
18680,1,INTRAUTERINE DEVICE;INTRAUTERINE,309MG/COPPER,1,,1,PARAGARD T 380A,COPPER
18681,1,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,1,AT,1,LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
18682,1,CREAM;TOPICAL,1%,3,,0,TZ-3,TIOCONAZOLE
18683,1,SPONGE;VAGINAL,1GM,2,,1,TODAY,NONOXYNOL-9
18684,1,INJECTABLE;INJECTION,4% (4GM/100ML),3,,0,BRANCHAMIN 4% IN PLASTIC CONTAINER,AMINO ACIDS
18685,1,"TABLET, CHEWABLE;ORAL",80MG;20MG,2,,0,GAVISCON,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
18685,2,"TABLET, CHEWABLE;ORAL",160MG;40MG,2,,1,GAVISCON,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
18686,1,INJECTABLE;INJECTION,5MG/ML,3,,0,NORMODYNE,LABETALOL HYDROCHLORIDE
18687,1,TABLET;ORAL,100MG,3,,0,NORMODYNE,LABETALOL HYDROCHLORIDE
18687,2,TABLET;ORAL,200MG,3,,0,NORMODYNE,LABETALOL HYDROCHLORIDE
18687,3,TABLET;ORAL,300MG,3,,0,NORMODYNE,LABETALOL HYDROCHLORIDE
18687,4,TABLET;ORAL,400MG,3,,0,NORMODYNE,LABETALOL HYDROCHLORIDE
18689,1,CAPSULE;ORAL,3MG,1,,1,RIDAURA,AURANOFIN
18690,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
18690,2,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
18692,1,INJECTABLE;SPINAL,0.75%,1,AP,1,MARCAINE,BUPIVACAINE HYDROCHLORIDE
18700,1,INJECTABLE;INJECTION,EQ 5MG BASE/ML,3,,0,INOCOR,INAMRINONE LACTATE
18701,1,INJECTABLE;INJECTION,EQ 50MG BASE/ML,1,AO,1,HALDOL,HALOPERIDOL DECANOATE
18701,2,INJECTABLE;INJECTION,EQ 100MG BASE/ML,1,AO,1,HALDOL,HALOPERIDOL DECANOATE
18702,1,OINTMENT;TOPICAL,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,ACLOVATE,ALCLOMETASONE DIPROPIONATE
18703,1,TABLET;ORAL,EQ 150MG BASE,1,AB,0,ZANTAC 150,RANITIDINE HYDROCHLORIDE
18703,2,TABLET;ORAL,EQ 300MG BASE,1,AB,1,ZANTAC 300,RANITIDINE HYDROCHLORIDE
18704,1,INJECTABLE;INJECTION,1MG/ML,1,AP,1,LOPRESSOR,METOPROLOL TARTRATE
18705,1,AEROSOL;SUBLINGUAL,0.4MG/SPRAY,3,,0,NITROLINGUAL,NITROGLYCERIN
18705,2,"SPRAY, METERED;SUBLINGUAL",0.4MG/SPRAY,1,AB,1,NITROLINGUAL PUMPSPRAY,NITROGLYCERIN
18706,1,CAPSULE;ORAL,1MG,3,,0,HYDERGINE LC,ERGOLOID MESYLATES
18707,1,CREAM;TOPICAL,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,ACLOVATE,ALCLOMETASONE DIPROPIONATE
18708,1,TABLET;ORAL,15MG,1,,1,DORAL,QUAZEPAM
18708,3,TABLET;ORAL,7.5MG,3,,0,DORAL,QUAZEPAM
18709,1,TABLET;ORAL,25MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CAPOZIDE 25/15,CAPTOPRIL; HYDROCHLOROTHIAZIDE
18709,2,TABLET;ORAL,25MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CAPOZIDE 25/25,CAPTOPRIL; HYDROCHLOROTHIAZIDE
18709,3,TABLET;ORAL,50MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CAPOZIDE 50/25,CAPTOPRIL; HYDROCHLOROTHIAZIDE
18709,4,TABLET;ORAL,50MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CAPOZIDE 50/15,CAPTOPRIL; HYDROCHLOROTHIAZIDE
18713,1,TROCHE/LOZENGE;ORAL,10MG,3,,0,MYCELEX,CLOTRIMAZOLE
18714,1,TABLET;ORAL,600MG,1,,1,BILTRICIDE,PRAZIQUANTEL
18716,1,TABLET;ORAL,100MG,1,AB,0,TRANDATE,LABETALOL HYDROCHLORIDE
18716,2,TABLET;ORAL,200MG,1,AB,0,TRANDATE,LABETALOL HYDROCHLORIDE
18716,3,TABLET;ORAL,300MG,1,AB,0,TRANDATE,LABETALOL HYDROCHLORIDE
18716,4,TABLET;ORAL,400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,TRANDATE,LABETALOL HYDROCHLORIDE
18719,1,CAPSULE;ORAL,60MG,3,,0,MODRASTANE,TRILOSTANE
18719,2,CAPSULE;ORAL,30MG,3,,0,MODRASTANE,TRILOSTANE
18721,1,INJECTABLE;INJECTION,33MG/100ML;30MG/100ML;860MG/100ML,3,,0,RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
18722,1,INJECTABLE;INJECTION,75MG/100ML;900MG/100ML,3,,0,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
18722,2,INJECTABLE;INJECTION,150MG/100ML;900MG/100ML,3,,0,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
18722,3,INJECTABLE;INJECTION,220MG/100ML;900MG/100ML,3,,0,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
18722,4,INJECTABLE;INJECTION,300MG/100ML;900MG/100ML,3,,0,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
18723,1,"TABLET, DELAYED RELEASE;ORAL",EQ 250MG VALPROIC ACID,1,AB,0,DEPAKOTE,DIVALPROEX SODIUM
18723,2,"TABLET, DELAYED RELEASE;ORAL",EQ 500MG VALPROIC ACID,1,AB,1,DEPAKOTE,DIVALPROEX SODIUM
18723,3,"TABLET, DELAYED RELEASE;ORAL",EQ 125MG VALPROIC ACID,1,AB,0,DEPAKOTE,DIVALPROEX SODIUM
18725,1,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;380MG/100ML;600MG/100ML,3,,0,ACETATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
18726,1,OINTMENT;TOPICAL,0.20%,3,,0,WESTCORT,HYDROCORTISONE VALERATE
18730,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
18730,2,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
18731,1,TABLET;ORAL,5MG,3,,0,BUSPAR,BUSPIRONE HYDROCHLORIDE
18731,2,TABLET;ORAL,10MG,3,,0,BUSPAR,BUSPIRONE HYDROCHLORIDE
18731,3,TABLET;ORAL,15MG,3,,0,BUSPAR,BUSPIRONE HYDROCHLORIDE
18731,4,TABLET;ORAL,30MG,3,,0,BUSPAR,BUSPIRONE HYDROCHLORIDE
18733,1,TABLET;ORAL,EQ 0.5MG BASE;EQ 50MG BASE,3,,0,TALWIN NX,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE
18735,1,INJECTABLE;INJECTION,41%,1,,1,ISOVUE-M 200,IOPAMIDOL
18735,2,INJECTABLE;INJECTION,61%,1,AP,1,ISOVUE-300,IOPAMIDOL
18735,3,INJECTABLE;INJECTION,76%,1,AP,1,ISOVUE-370,IOPAMIDOL
18735,4,INJECTABLE;INJECTION,61%,1,,1,ISOVUE-M 300,IOPAMIDOL
18735,5,INJECTABLE;INJECTION,26%,3,,0,ISOVUE-128,IOPAMIDOL
18735,6,INJECTABLE;INJECTION,41%,1,,1,ISOVUE-200,IOPAMIDOL
18735,7,INJECTABLE;INJECTION,51%,1,,1,ISOVUE-250,IOPAMIDOL
18737,1,CREAM;TOPICAL,1%,1,,1,EXELDERM,SULCONAZOLE NITRATE
18738,1,SOLUTION;TOPICAL,1%,1,,1,EXELDERM,SULCONAZOLE NITRATE
18740,1,TABLET;ORAL,250MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18740,2,TABLET;ORAL,500MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18741,1,"OINTMENT, AUGMENTED;TOPICAL",EQ 0.05% BASE,1,AB,1,DIPROLENE,BETAMETHASONE DIPROPIONATE
18744,1,INJECTABLE;INJECTION,5GM/100ML;75MG/100ML,3,,0,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
18744,2,INJECTABLE;INJECTION,5GM/100ML;150MG/100ML,3,,0,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
18744,3,INJECTABLE;INJECTION,5GM/100ML;220MG/100ML,3,,0,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
18744,4,INJECTABLE;INJECTION,5GM/100ML;300MG/100ML,3,,0,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
18746,2,SOLUTION/DROPS;OPHTHALMIC,0.5%;0.05%,3,,0,VASOCON-A,ANTAZOLINE PHOSPHATE; NAPHAZOLINE HYDROCHLORIDE
18747,1,"CAPSULE, EXTENDED RELEASE;ORAL",8MG;120MG,3,,0,ISOCLOR,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
18748,1,CREAM;TOPICAL,0.77%,1,AB,1,LOPROX,CICLOPIROX
18749,1,TABLET;ORAL,250MG,1,,1,LITHOSTAT,ACETOHYDROXAMIC ACID
18750,2,TABLET;ORAL,40MG,3,,0,FUROSEMIDE,FUROSEMIDE
18751,1,CREAM;TOPICAL,1%,3,,0,SPECTAZOLE,ECONAZOLE NITRATE
18753,1,TABLET;ORAL,20MG,3,,0,FUROSEMIDE,FUROSEMIDE
18753,2,TABLET;ORAL,40MG,3,,0,FUROSEMIDE,FUROSEMIDE
18754,1,CAPSULE;ORAL,25MG,3,,0,ORUDIS,KETOPROFEN
18754,2,CAPSULE;ORAL,50MG,3,,0,ORUDIS,KETOPROFEN
18754,3,CAPSULE;ORAL,75MG,3,,0,ORUDIS,KETOPROFEN
18757,2,POWDER;ORAL,2.5GM/PACKET,3,,0,CALCIBIND,CELLULOSE SODIUM PHOSPHATE
18757,3,POWDER;ORAL,300GM/BOT,3,,0,CALCIBIND,CELLULOSE SODIUM PHOSPHATE
18758,1,INJECTABLE;INJECTION,20%,3,,0,TRAVAMULSION 20%,SOYBEAN OIL
18760,1,TABLET;ORAL,100MG;25MG,1,AB,1,TENORETIC 100,ATENOLOL; CHLORTHALIDONE
18760,2,TABLET;ORAL,50MG;25MG,1,AB,0,TENORETIC 50,ATENOLOL; CHLORTHALIDONE
18761,1,SOLUTION;INHALATION,0.60%,3,,0,ALUPENT,METAPROTERENOL SULFATE
18761,2,SOLUTION;INHALATION,0.40%,3,,0,ALUPENT,METAPROTERENOL SULFATE
18762,1,"AEROSOL, METERED;INHALATION",0.2MG/INH,3,,0,BRETHAIRE,TERBUTALINE SULFATE
18763,1,OINTMENT;TOPICAL,0.25%,3,,0,TOPICORT,DESOXIMETASONE
18764,1,TABLET;ORAL,250MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18764,2,TABLET;ORAL,500MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18766,2,TABLET;ORAL,50MG,3,,0,ANSAID,FLURBIPROFEN
18766,3,TABLET;ORAL,100MG,3,,0,ANSAID,FLURBIPROFEN
18768,1,INJECTABLE;INJECTION,20MG/ML,3,,0,VEPESID,ETOPOSIDE
18770,1,"AEROSOL, METERED;INHALATION",0.37MG/INH,3,,0,TORNALATE,BITOLTEROL MESYLATE
18771,1,INSERT;OPHTHALMIC,5MG,1,,1,LACRISERT,HYDROXYPROPYL CELLULOSE
18774,1,INJECTABLE;INJECTION,0.8MG/ML,3,,0,NITROL,NITROGLYCERIN
18776,2,INJECTABLE;INJECTION,10MG/VIAL,3,,0,NORCURON,VECURONIUM BROMIDE
18776,3,INJECTABLE;INJECTION,20MG/VIAL,3,,0,NORCURON,VECURONIUM BROMIDE
18777,1,INJECTABLE;INJECTION,100 UNITS/ML,3,,0,NOVOLIN L,INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN
18778,1,INJECTABLE;INJECTION,100 UNITS/ML,3,,0,NOVOLIN R,INSULIN RECOMBINANT PURIFIED HUMAN
18780,1,INJECTABLE;INJECTION,100 UNITS/ML,2,,1,HUMULIN R,INSULIN RECOMBINANT HUMAN
18780,2,SOLUTION;SUBCUTANEOUS,1500 UNITS/3ML (500 UNITS/ML),1,,1,HUMULIN R KWIKPEN,INSULIN HUMAN
18780,4,SOLUTION;SUBCUTANEOUS,10000 UNITS/20ML (500 UNITS/ML),1,,1,HUMULIN R,INSULIN HUMAN
18780,5,INJECTABLE;INJECTION,100 UNITS/ML,2,,1,HUMULIN R PEN,INSULIN RECOMBINANT HUMAN
18781,1,INJECTABLE;INJECTION,100 UNITS/ML,2,,1,HUMULIN N,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN
18782,1,TABLET;ORAL-28,0.03MG;0.15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,NORDETTE-28,ETHINYL ESTRADIOL; LEVONORGESTREL
18785,1,TABLET;ORAL,100MG,3,,0,ALLOPURINOL,ALLOPURINOL
18785,2,TABLET;ORAL,300MG,3,,0,ALLOPURINOL,ALLOPURINOL
18786,1,INJECTABLE;INJECTION,20%,3,,0,SOYACAL 20%,SOYBEAN OIL
18790,1,TABLET;ORAL,40MG,3,,0,FUROSEMIDE,FUROSEMIDE
18792,1,INJECTABLE;INJECTION,6.4% (6.4GM/100ML),3,,0,NEOPHAM 6.4%,AMINO ACIDS
18793,1,"CAPSULE, EXTENDED RELEASE;ORAL",12MG;75MG,3,,0,COLD CAPSULE IV,CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
18794,1,"CAPSULE, EXTENDED RELEASE;ORAL",8MG;75MG,3,,0,COLD CAPSULE V,CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
18795,1,CREAM;TOPICAL,0.10%,3,,0,LOCOID,HYDROCORTISONE BUTYRATE
18796,1,GEL;OPHTHALMIC,4%,3,,0,PILOPINE HS,PILOCARPINE HYDROCHLORIDE
18799,1,INJECTABLE;INJECTION,300MG/ML,3,,0,PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE
18800,1,INJECTABLE;INJECTION,9MG/ML,1,AP,1,BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE
18801,1,LIQUID;N/A,100%,1,AP,1,STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,STERILE WATER FOR INJECTION
18802,1,LIQUID;N/A,100%,1,AP,1,BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER,STERILE WATER FOR INJECTION
18803,1,INJECTABLE;INJECTION,9MG/ML,1,AP,1,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE
18804,1,INJECTABLE;INJECTION,3.5% (3.5GM/100ML),3,,0,AMINOSYN 3.5% IN PLASTIC CONTAINER,AMINO ACIDS
18804,2,INJECTABLE;INJECTION,3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML,3,,0,AMINOSYN 3.5% M IN PLASTIC CONTAINER,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE
18806,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
18806,2,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
18807,1,SOLUTION;INTRAPERITONEAL,510MG/100ML;30GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML,1,,1,DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
18807,2,SOLUTION;INTRAPERITONEAL,510MG/100ML;50GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML,1,,1,DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
18807,3,SOLUTION;INTRAPERITONEAL,510MG/100ML;30GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML,1,,1,DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
18807,4,SOLUTION;INTRAPERITONEAL,510MG/100ML;50GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML,1,,1,DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
18810,1,CREAM;TOPICAL,1%,1,AB,0,THERMAZENE,SILVER SULFADIAZINE
18812,1,SUSPENSION;ORAL,200MG/5ML;40MG/5ML,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
18812,2,SUSPENSION;ORAL,200MG/5ML;40MG/5ML,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
18813,1,LOTION;TOPICAL,1%,3,,0,LOTRIMIN,CLOTRIMAZOLE
18814,1,INJECTABLE;INJECTION,"4,000 UNITS/100ML",3,,0,"HEPARIN SODIUM 20,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
18814,2,INJECTABLE;INJECTION,"2,000 UNITS/100ML",3,,0,"HEPARIN SODIUM 10,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
18814,3,INJECTABLE;INJECTION,"5,000 UNITS/100ML",3,,0,"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
18814,4,INJECTABLE;INJECTION,"10,000 UNITS/100ML",3,,0,"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
18817,1,TABLET;ORAL,80MG,1,AB,0,CALAN,VERAPAMIL HYDROCHLORIDE
18817,2,TABLET;ORAL,120MG,1,AB,1,CALAN,VERAPAMIL HYDROCHLORIDE
18817,3,TABLET;ORAL,40MG,1,AB,0,CALAN,VERAPAMIL HYDROCHLORIDE
18817,4,TABLET;ORAL,160MG,3,,0,CALAN,VERAPAMIL HYDROCHLORIDE
18818,1,TABLET;ORAL,250MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18818,2,TABLET;ORAL,500MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18821,1,SOLUTION;ORAL,EQ 5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,REGLAN,METOCLOPRAMIDE HYDROCHLORIDE
18823,1,TABLET;ORAL,20MG,1,AB,0,FUROSEMIDE,FUROSEMIDE
18823,2,TABLET;ORAL,40MG,1,AB,0,FUROSEMIDE,FUROSEMIDE
18826,1,INJECTABLE;INJECTION,80MG/100ML,1,AP,1,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
18826,2,INJECTABLE;INJECTION,160MG/100ML,1,AP,1,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
18826,3,INJECTABLE;INJECTION,320MG/100ML,1,AP,1,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
18827,1,CREAM;TOPICAL,EQ 0.05% BASE;1%,1,AB,1,LOTRISONE,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE
18828,1,CAPSULE;ORAL,200MG,1,AB,1,ZOVIRAX,ACYCLOVIR
18829,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
18829,2,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
18830,1,TABLET;ORAL,100MG,3,,0,TAMBOCOR,FLECAINIDE ACETATE
18830,2,TABLET;ORAL,200MG,3,,0,TAMBOCOR,FLECAINIDE ACETATE
18830,3,TABLET;ORAL,150MG,3,,0,TAMBOCOR,FLECAINIDE ACETATE
18830,4,TABLET;ORAL,50MG,3,,0,TAMBOCOR,FLECAINIDE ACETATE
18831,1,INJECTABLE;INJECTION,10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,TRACRIUM PRESERVATIVE FREE,ATRACURIUM BESYLATE
18831,2,INJECTABLE;INJECTION,10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,TRACRIUM,ATRACURIUM BESYLATE
18832,2,TABLET;ORAL,100MG,1,AB,0,ALLOPURINOL,ALLOPURINOL
18833,1,TABLET;ORAL,300MG,3,,0,LITHANE,LITHIUM CARBONATE
18839,1,CREAM;TOPICAL,EQ 0.1% BASE,3,,0,BETADERM,BETAMETHASONE VALERATE
18840,1,INJECTABLE;INJECTION,5GM/100ML;205MG/100ML;100MG/100ML;120MG/100ML;220MG/100ML,3,,0,DEXTROSE 5% AND ELECTROLYTE NO. 75 IN PLASTIC CONTAINER,"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE"
18841,4,TABLET;ORAL,600MG,1,AB,1,DAYPRO,OXAPROZIN
18843,1,"CAPSULE, EXTENDED RELEASE;ORAL",12MG;120MG,3,,0,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
18844,1,"CAPSULE, EXTENDED RELEASE;ORAL",8MG;120MG,3,,0,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
18845,1,TABLET;ORAL,250MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
18849,1,SOLUTION;TOPICAL,0.05%,1,AT,0,LIDEX,FLUOCINONIDE
18851,1,CAPSULE;ORAL,25MG,1,AB,0,INDOMETHACIN,INDOMETHACIN
18851,2,CAPSULE;ORAL,50MG,1,AB,0,INDOMETHACIN,INDOMETHACIN
18852,1,TABLET;ORAL,400MG;80MG,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
18854,1,TABLET;ORAL,800MG;160MG,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,SULFAMETHOXAZOLE; TRIMETHOPRIM
18856,1,POWDER;ORAL,25GM/BOT,3,,0,XYLOSE,XYLOSE
18858,1,CAPSULE;ORAL,25MG,1,AB,0,INDOMETHACIN,INDOMETHACIN
18858,2,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
